Post_ID,Posting_Author,Congress_Number,State_District,State,District,1 if Democrat,DW-NOMINATE,LES,Job_Function,Title_Parsed,Office_Type,Committee_Affiliation,Spanish_Language,Salary_Min,Salary_Max,Years_Experience,Posting_Text,Year
MEM-034-25,House Committee on Veterans’ A?airs Majority,118,WA-00,WA,0.0,0,,,Legislative,Contracts Investigator,Committee,House Committee on Veterans’ A?airs Majority,0,,,,mem03425 house committee veterans aoairs majority contracts investigator house committee veterans aairs majority sta seeks subject matter expert government procurement contracting acquisition core responsibilities supervision general counsel committee individual conduct oversight develop policies relating department veterans aairs va procurement contracting acquisition responsibilities encompass entire va includes veterans beneﬁts administration veterans health administration national cemetery administration va central oice organizations also covers wide range activities smalldollar procurement contracting negotiation major acquisition federal supply schedules category management construction leasing information technology health care research development small business collect technical information translate brieﬁngs memoranda hearing materials policy recommendations general audience meet congressional sta veteran service organizations industry organizations internal external stakeholders perform duties assigned general counsel committee deputy sta director committee sta director qualiﬁcations undergraduate degree work experience procurement operations preferably contract specialist contracting oicer federal agency command federal acquisition regulation familiarity major procurement laws excellent writing editing proofreading skills excellent oral communication skills thoroughness attention detail discretion sound judgment formulating recommending policy positions ability work long hours pressure remaining cooperative courteous work independently well teams fulltime onsite position washington dc domestic travel required beneﬁts sick annual leave federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care insurance flexible spending accounts fsafeds dental vision insurance program fedvip federal transit beneﬁt parking student loan repayment program information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age veterans strongly encouraged apply transportation related travel expenses associated interview hiring process must paid applicant apply interested candidates send cover letter resume varresumesmailhousegov contracts investigator subject line writing samples references may requested calls walkins please,2023
MEM-027-25,The Majority staff of the Committee on Transportation and Infrastructure,118,ST-00,,0.0,0,,,Legislative,Assistant,Personal,Committee on Transportation and Infrastructure,0,,,,mem02725 stao assistant majority staff committee transportation infrastructure seeks organized selfmotivated candidate position staff assistant responsibilities include answering phone calls greeting office visitors maintaining meeting room schedules general office administrative duties compiling materials members staff use committee activity staff assistants also assist executing operational support necessary committee events including roundtables hearings markups ideal candidates wellorganized dependable hardworking demonstrated experience highpressure work environments previous capitol hill internship experience required interested candidates send resume tirepresumesmailhousegov using position name subject line,2024
MEM-021-25,House Committee on Veterans’ Affairs,118,ST-00,,0.0,1,,,Communications,Communications Director,Committee,House Committee on Veterans’ Affairs,0,,100000.0,3,mem02125 house committee veterans affairs title communications director house committee veterans aairs democratic sta summary democratic sta house committee veterans aairs seeks communications director implement ranking members committee communications strategy core responsibilities communications director role serve primary communications advisor ranking member democratic committee sta manage execution communications strategy oversee daytoday press activities including responding media inquiries booking interviews pitching news stories media outlets work policy leads develop core messaging talking points produce press releases speeches opeds materials near ﬁnished product supervise press sta assist development talking points remarks statements press releases advisories caucus messaging guides assist coordination preparation execution media interviews speaking engagements press conferences monitor track media appearances manage media relationships work policy subject matter experts identify opportunities media engagement assist rapid response eorts coordinate committee member oices press related needs sta ranking member press events minimum qualifications superior writing editing oral communications skills creative thinker innovative approaches understanding digital media ability work cooperatively courteously others ability work fastpaced environment prioritize tasks adapt quickly easily rapid response thoroughness careful attention detail availability work nontraditional hours exceptional qualifications capitol hill political experience demonstrated knowledge congress legislative process 34 years experience record experience press secretary communications role experience working stakeholders messaging opportunities priorities demonstrated understanding experience veterans issues candidates evaluated experience skills character ﬁtness well meet qualiﬁcations requirements build diverse inclusive work environment veterans minorities women people disabilities lgbtq candidates encouraged apply salary range 90k110k commensurate experience candidates required complete online application httpsdemocratsveteranshousegovopportunities considered position upload resume cover letter two professional writing samples,2023
MEM-019-25,Energy and Commerce Committee Democratic,118,ST-00,,0.0,1,,,Communications,Press Assistant,Personal,Energy and Commerce Committee,1,65000.0,,,mem01925 press assistant energy commerce committee democratic sta seeks motivated hardworking communications professional join fastpaced communications team press assistant responsibilities include drafting press releases social media posts talking points committee newsletter designing graphics social media web content producing editing videos photos monitoring social media maintaining updating press lists compiling daily press clips qualiﬁed candidates must excellent written oral communication skills proven ability perform pressure juggling multiple tasks sound political judgment prior hill campaign communications experience well professional social media digital experience including graphic design photo video editing preferred oice deeply values diversity employees encourages candidates diverse backgrounds apply salary 65000 qualiﬁed candidates submit cover letter resume one writing sample two digital samples ecdjobsmailhousegov please walk ins phone calls,2024
MEM-530-24,House Committee on Veterans’ Affairs,118,WA-00,WA,0.0,0,,,Legislative,Research Assistant,Personal,Subcommittee on Disability Assistance and Memorial A?airs,0,,,,mem53024 title research assistant subcommittee disability assistance memorial aairs house committee veterans aairs majority sta reports majority sta director subcommittee disability assistance memorial aairs core responsibilities provide administrative research support subcommittee sta assists duties assigned duties maintain subcommittee archives activities including member stakeholder engagements travel conduct oversight visits agency locations draft trip reports requests agencies information including tracking deadlines hearing recaps work product relevant subcommittees jurisdiction subcommittee casework assigned answer telephone respond caller inquiries keep abreast emails including member inquiries agency notiﬁcations organize maintain subcommittee electronic records including meeting notes agency reports documents participate stalevel discussions legislation considered draft policy memoranda assigned assist due diligence performed part subcommittees oversight duties including requesting information agencies matters within subcommittee jurisdiction assist hearing preparation coordination hearings including drafting memoranda remarks chairman attend meetings agencies veteran service organizations parties maintain notes meetings assist drafting memoranda full committee subcommittee chairman matters within jurisdiction subcommittee review congressional record federal register house calendar publications matters interest subcommittee members sta assist developing policy recommendations serve resource members committee responsible duties assigned full committee chairman subcommittee chairman full committee sta director deputy sta director subcommittee sta director assisting committee sta needed fulltime onsite position washington dc minimum qualifications bachelor arts science required skills strong research skills legal research skills eg lexisnexis plus strong writing editing skills strong microsoft oice proﬁciency including expertise word ability use excel strong organizational skills strong verbal communication excellent attention detail excellent listening skills strong ability manage ﬂuctuating workloads juggle prioritize tasks including managing short medium longterm tasks team oriented excellent ability work well pressure time constraints problem solving analytical skills plus potential work independently benefits employees may eligible following beneﬁts sick annual leave student loan repayment program federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care ltc insurance flexible spending accounts fsafeds dental vision insurance program fedvip metro parking beneﬁts many supportive services beneﬁts oered us house representatives information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age transportation related travel expenses associated interview hiring process must paid applicant apply qualiﬁed candidates please send cover letter resume one 1 writing sample following email address varresumesmailhousegov dama republican research assistant subject line calls walkins please,2023
MEM-048-25,House Committee on Oversight and Government Reform,118,ST-00,,0.0,1,,,Legislative,Digital Director,Committee,Democratic Staff of the House Committee on Oversight and Government Reform,0,,70000.0,2,mem04825 committee seeks digital director democratic staff house committee oversight government reform immediate need hire creative proactive fulltime digital director washington dc interested applicants encouraged submit resume cover letter describing fit role writing sample three digital work products oversightjobsmailhousegov digital director subject line friday february 21 2025 midnight applications reviewed rolling basis calls walkins please individual selected strong writing skills ability translate complex issues topics audiences across platforms medias position based washington dc work closely communications director press secretary responsibilities include developing honing proactive digital strategy overseeing committees branding crafting engaging content including graphics videos copy social media channels creating social media toolkits committee members caucus needed tracking social media analytics streaming live events capturing editing photos managing committees website social media pages working communications team identify new ways engage press digital audiences position may require work outside standard office hours entry level position qualified candidates least 2 years digital experience excellent writing skills keen attention details proficiency graphic design ability leverage social media news trends take advantage opportunities social engagement passion thinking creatively translate complex ideas compelling visuals applicants also experience adobe programs photoshop canva illustrator lightroom premiere pro audition effects working knowledge html ability work well others manage competing priorities turn around highquality products tight deadlines must starting salary position 70000 commensurate experience applicants considered without regard race color religion sex including marital parental status sexual orientation gender identity disability age national origin candidates diverse backgrounds strongly encouraged apply,2023
MEM-046-25,House Committee on Homeland Security Republican Sta,118,ST-00,,0.0,0,,,Legislative,Counsel (JD required) or Professional Member,Committee,House Committee on Homeland Security Republican Sta,0,,,2,mem04625 house committee homeland security republican sta hiring counsel jd required professional sta5 member supporting director investigations subcommittee oversight investigations accountability ideal candidate least two years experience background strong interest congressional oversight investigations experience homeland security issues plus responsibilities include limited staing subcommittee full committee congressional hearings drafting subcommittee full committee correspondence executive branch well outside organizations conducting depositions transcribed interviews reviewing document productions legislation research managing external sources information interacting various congressional committee personal oices candidates must possess strong work ethic superior attention detail selfmotivated work well pressure possess excellent written oral communication skills ability work independently part team critical prior hill experience preferred interested candidates send resume cover letter resumeschsmailhousegov subject line oia counsel applicant first last name oia counsel oia psm applicant first last name,2023
MEM-035-25,House Committee on Veterans’ A]airs,118,WA-00,WA,0.0,0,,,Legislative,Professional Sta] Member for the Subcommittee on Health,Committee,House Committee on Veterans' A]airs (Majority),0,,,,mem03525 house committee veterans aairs majority subcommittee health professional sta5 member majority sta house committee veterans aairs seeking professional sta member subcommittee health position support subcommittee sta director conducting oversight drafting legislation related department veterans aairs va including veterans health administration vha largest integrated health care system united states providing care 1380 health care facilities role involves research drafting legislation leading oversight including trips va facilities leading engagements outside stakeholders duties assigned candidates healthcare experience prior medical experience strongly preferred veterans strongly encouraged apply fulltime onsite position washington dc domestic travel required core responsibilities leading oversight including organizing participating meetings drafting memos reading documents limited domestic travel oversight duties assigned conducting research support oversight legislative activities leading legislation drafting eorts representing committee including meeting congressional sta veteran service organizations external healthcare stakeholders perform duties assigned subcommittee sta director committee sta director committee deputy sta director qualiﬁcations undergraduate degree veterans strongly encouraged apply postgraduatelevel writing skills excellent oral communication skills thoroughness attention detail problem solving skills ability work long hours pressure remaining cooperative courteous work independently well teams fulltime onsite position washington dc domestic travel required beneﬁts eligible sick annual leave federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care insurance flexible spending accounts fsafeds dental vision insurance program fedvip student loan repayment program information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age transportation related travel expenses associated interview hiring process must paid applicant apply qualiﬁed candidates send resume varresumesmailhousegov health psm subject line please include short description interested position body email writing editing tests references may requested calls walkins please expect next resume reviewed determine among top candidates one top candidates contacted interview,2024
MEM-028-25,House Democratic Policy and Communications Committee,118,ST-00,,0.0,1,,,Legislative,Content Partnership Manager,Personal,Democratic Policy and Communications Committee,0,,,3,mem02825 content partnership manager house democratic policy communications committee seeks content partnership manager role intersection digital media political communications focus supporting democratic members congress amplifying voices building managing relationships digital creators streamers podcasters ensuring eective engagement national local audiences across various platforms key responsibilities identify cultivate manage relationships creators streamers podcasters use relationships act liaison content creators members congress facilitate meaningful interactions political nonpolitical topics secure opportunities members congress appear local national digital platforms ensure eective messaging maximum audience engagement include coordinating logistics creatordriven content events around key legislative proceedings moments joint congressional addresses support members sta best practices engaging digital media particular focus strategies connect members congress local regional creators streamers podcasters amplify legislative priorities personal stories develop manage robust data analytics program track members congress engagement digital creators streamers podcasters use ﬁndings direct work bolster caucuswide digital partnerships preferred qualiﬁcations skills minimum 35 years experience digital communications political communications public relations related ﬁeld proven track record managing partnerships relationships digital creators inﬂuencers strong understanding social media platforms trends digital audience engagement excellent written verbal communication skills ability manage multiple projects fastpaced environment meet tight deadlines salary commensurate experience oice equal opportunity employer committed diverse inclusive workforce discriminate basis race sex color age religion national origin sexual orientation gender identity disability women minority applicants encouraged apply apply please send pdfs resume cover letter three professional references resumesjeriesmailhousegov name content partnership manager subject line absolutely phone calls dropins,2024
MEM-034-25,House Committee on Veterans’ A]airs Majority,118,WA-00,WA,0.0,0,,,Legislative,Contracts Investigator,Committee,House Committee on Veterans’ A]airs Majority,0,,,,mem03425 house committee veterans a5airs majority contracts investigator house committee veterans aairs majority sta seeks subject matter expert government procurement contracting acquisition core responsibilities supervision general counsel committee individual conduct oversight develop policies relating department veterans aairs va procurement contracting acquisition responsibilities encompass entire va includes veterans beneﬁts administration veterans health administration national cemetery administration va central oice organizations also covers wide range activities smalldollar procurement contracting negotiation major acquisition federal supply schedules category management construction leasing information technology health care research development small business collect technical information translate brieﬁngs memoranda hearing materials policy recommendations general audience meet congressional sta veteran service organizations industry organizations internal external stakeholders perform duties assigned general counsel committee deputy sta director committee sta director qualiﬁcations undergraduate degree work experience procurement operations preferably contract specialist contracting oicer federal agency command federal acquisition regulation familiarity major procurement laws excellent writing editing proofreading skills excellent oral communication skills thoroughness attention detail discretion sound judgment formulating recommending policy positions ability work long hours pressure remaining cooperative courteous work independently well teams fulltime onsite position washington dc domestic travel required beneﬁts sick annual leave federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care insurance flexible spending accounts fsafeds dental vision insurance program fedvip federal transit beneﬁt parking student loan repayment program information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age veterans strongly encouraged apply transportation related travel expenses associated interview hiring process must paid applicant apply interested candidates send cover letter resume varresumesmailhousegov contracts investigator subject line writing samples references may requested calls walkins please,2023
MEM-021-25,House Committee on Veterans’ Affairs,118,ST-00,,0.0,1,,,Communications,Communications Director,Committee,House Committee on Veterans’ Affairs,0,,100000.0,3,mem02125 house committee veterans affairs title communications director house committee veterans aairs democratic sta summary democratic sta house committee veterans aairs seeks communications director implement ranking members committee communications strategy core responsibilities communications director role serve primary communications advisor ranking member democratic committee sta manage execution communications strategy oversee daytoday press activities including responding media inquiries booking interviews pitching news stories media outlets work policy leads develop core messaging talking points produce press releases speeches opeds materials near ﬁnished product supervise press sta assist development talking points remarks statements press releases advisories caucus messaging guides assist coordination preparation execution media interviews speaking engagements press conferences monitor track media appearances manage media relationships work policy subject matter experts identify opportunities media engagement assist rapid response eorts coordinate committee member oices press related needs sta ranking member press events minimum qualifications superior writing editing oral communications skills creative thinker innovative approaches understanding digital media ability work cooperatively courteously others ability work fastpaced environment prioritize tasks adapt quickly easily rapid response thoroughness careful attention detail availability work nontraditional hours exceptional qualifications capitol hill political experience demonstrated knowledge congress legislative process 34 years experience record experience press secretary communications role experience working stakeholders messaging opportunities priorities demonstrated understanding experience veterans issues candidates evaluated experience skills character ﬁtness well meet qualiﬁcations requirements build diverse inclusive work environment veterans minorities women people disabilities lgbtq candidates encouraged apply salary range 90k110k commensurate experience candidates required complete online application httpsdemocratsveteranshousegovopportunities considered position upload resume cover letter two professional writing samples,2023
MEM-019-25,The Energy and Commerce Committee Democratic,118,ST-00,,0.0,1,,,Communications,Press Assistant,Personal,Energy and Commerce Committee,1,65000.0,,,mem01925 press assistant energy commerce committee democratic sta seeks motivated hardworking communications professional join fastpaced communications team press assistant responsibilities include drafting press releases social media posts talking points committee newsletter designing graphics social media web content producing editing videos photos monitoring social media maintaining updating press lists compiling daily press clips qualiﬁed candidates must excellent written oral communication skills proven ability perform pressure juggling multiple tasks sound political judgment prior hill campaign communications experience well professional social media digital experience including graphic design photo video editing preferred oice deeply values diversity employees encourages candidates diverse backgrounds apply salary 65000 qualiﬁed candidates submit cover letter resume one writing sample two digital samples ecdjobsmailhousegov please walk ins phone calls,2024
MEM-530-24,House Committee on Veterans’ Affairs,118,WA-00,WA,0.0,0,,,Legislative,Research Assistant,Personal,Subcommittee on Disability Assistance and Memorial Airs,0,,,,mem53024 title research assistant subcommittee disability assistance memorial aairs house committee veterans aairs majority sta reports majority sta director subcommittee disability assistance memorial aairs core responsibilities provide administrative research support subcommittee sta assists duties assigned duties maintain subcommittee archives activities including member stakeholder engagements travel conduct oversight visits agency locations draft trip reports requests agencies information including tracking deadlines hearing recaps work product relevant subcommittees jurisdiction subcommittee casework assigned answer telephone respond caller inquiries keep abreast emails including member inquiries agency notiﬁcations organize maintain subcommittee electronic records including meeting notes agency reports documents participate stalevel discussions legislation considered draft policy memoranda assigned assist due diligence performed part subcommittees oversight duties including requesting information agencies matters within subcommittee jurisdiction assist hearing preparation coordination hearings including drafting memoranda remarks chairman attend meetings agencies veteran service organizations parties maintain notes meetings assist drafting memoranda full committee subcommittee chairman matters within jurisdiction subcommittee review congressional record federal register house calendar publications matters interest subcommittee members sta assist developing policy recommendations serve resource members committee responsible duties assigned full committee chairman subcommittee chairman full committee sta director deputy sta director subcommittee sta director assisting committee sta needed fulltime onsite position washington dc minimum qualifications bachelor arts science required skills strong research skills legal research skills eg lexisnexis plus strong writing editing skills strong microsoft oice proﬁciency including expertise word ability use excel strong organizational skills strong verbal communication excellent attention detail excellent listening skills strong ability manage ﬂuctuating workloads juggle prioritize tasks including managing short medium longterm tasks team oriented excellent ability work well pressure time constraints problem solving analytical skills plus potential work independently benefits employees may eligible following beneﬁts sick annual leave student loan repayment program federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care ltc insurance flexible spending accounts fsafeds dental vision insurance program fedvip metro parking beneﬁts many supportive services beneﬁts oered us house representatives information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age transportation related travel expenses associated interview hiring process must paid applicant apply qualiﬁed candidates please send cover letter resume one 1 writing sample following email address varresumesmailhousegov dama republican research assistant subject line calls walkins please,2023
MEM-053-25,House Committee on Financial Services,118,ST-00,,0.0,0,,,Legislative,Counsel to the Subcommittee on Capital Markets of the House Committee on Financial Services,Personal,House Committee on Financial Services,0,,,5,mem05325 house committee financial services seeking experienced securities attorney serve counsel subcommittee capital markets house committee financial services position overview counsel play vital role advancing subcommittees work capital formation sec institutional reforms among issue areas counsel work closely committee leadership sta develop legislation policy initiatives key responsibilities conduct comprehensive legal research analysis support subcommittees initiatives draft review legislation within subcommittees jurisdiction represent subcommittee meetings members congress interest groups government agencies stakeholders analyze complex documents legislation regulatory materials prepare brieﬁng materials committee members sta provide legal counsel chairman develop brieﬁng papers policy documents prepare support committee hearings markups contribute additional projects based expertise interests qualiﬁcations required juris doctor jd degree accredited law school active membership good standing state bar minimum 5 years experience strong understanding federal securities laws regulations excellent analytical research writing skills outstanding interpersonal communication abilities demonstrated ability manage multiple complex projects simultaneously experience analyzing drafting legislation preferred prior experience securities exchange commission sec background capital markets regulation policy legislative government aairs experience knowledge congressional procedures legislative process additional information position oers signiﬁcant opportunity professional growth ability shape role based expertise interest work conducted collaboratively part dynamic team environment shared responsibilities opportunities crossfunctional engagement apply please email zachgatesmailhousegov apply resume cover letter,2024
MEM-048-25,House Committee on Oversight and Government Reform,118,ST-00,,0.0,1,,,Legislative,Digital Director,Committee,Democratic Staff of the House Committee on Oversight and Government Reform,0,,70000.0,2,mem04825 committee seeks digital director democratic staff house committee oversight government reform immediate need hire creative proactive fulltime digital director washington dc interested applicants encouraged submit resume cover letter describing fit role writing sample three digital work products oversightjobsmailhousegov digital director subject line friday february 21 2025 midnight applications reviewed rolling basis calls walkins please individual selected strong writing skills ability translate complex issues topics audiences across platforms medias position based washington dc work closely communications director press secretary responsibilities include developing honing proactive digital strategy overseeing committees branding crafting engaging content including graphics videos copy social media channels creating social media toolkits committee members caucus needed tracking social media analytics streaming live events capturing editing photos managing committees website social media pages working communications team identify new ways engage press digital audiences position may require work outside standard office hours entry level position qualified candidates least 2 years digital experience excellent writing skills keen attention details proficiency graphic design ability leverage social media news trends take advantage opportunities social engagement passion thinking creatively translate complex ideas compelling visuals applicants also experience adobe programs photoshop canva illustrator lightroom premiere pro audition effects working knowledge html ability work well others manage competing priorities turn around highquality products tight deadlines must starting salary position 70000 commensurate experience applicants considered without regard race color religion sex including marital parental status sexual orientation gender identity disability age national origin candidates diverse backgrounds strongly encouraged apply,2024
MEM-046-25,House Committee on Homeland Security Republican Sta.,118,ST-00,,0.0,0,,,Legislative,Counsel (JD required) or Professional Member,Committee,House Committee on Homeland Security Republican Sta.,0,,,2,mem04625 house committee homeland security republican sta hiring counsel jd required professional sta member supporting director investigations subcommittee oversight investigations accountability ideal candidate least two years experience background strong interest congressional oversight investigations experience homeland security issues plus responsibilities include limited staing subcommittee full committee congressional hearings drafting subcommittee full committee correspondence executive branch well outside organizations conducting depositions transcribed interviews reviewing document productions legislation research managing external sources information interacting various congressional committee personal oices candidates must possess strong work ethic superior attention detail selfmotivated work well pressure possess excellent written oral communication skills ability work independently part team critical prior hill experience preferred interested candidates send resume cover letter resumeschsmailhousegov subject line oia counsel applicant first last name oia counsel oia psm applicant first last name,2024
MEM-035-25,House Committee on Veterans’ A.airs,118,WA-00,WA,0.0,0,,,Legislative,Professional Sta. Member,Committee,House Committee on Veterans’ A.airs (Majority),0,,,,mem03525 house committee veterans aairs majority subcommittee health professional sta member majority sta house committee veterans aairs seeking professional sta member subcommittee health position support subcommittee sta director conducting oversight drafting legislation related department veterans aairs va including veterans health administration vha largest integrated health care system united states providing care 1380 health care facilities role involves research drafting legislation leading oversight including trips va facilities leading engagements outside stakeholders duties assigned candidates healthcare experience prior medical experience strongly preferred veterans strongly encouraged apply fulltime onsite position washington dc domestic travel required core responsibilities leading oversight including organizing participating meetings drafting memos reading documents limited domestic travel oversight duties assigned conducting research support oversight legislative activities leading legislation drafting eorts representing committee including meeting congressional sta veteran service organizations external healthcare stakeholders perform duties assigned subcommittee sta director committee sta director committee deputy sta director qualiﬁcations undergraduate degree veterans strongly encouraged apply postgraduatelevel writing skills excellent oral communication skills thoroughness attention detail problem solving skills ability work long hours pressure remaining cooperative courteous work independently well teams fulltime onsite position washington dc domestic travel required beneﬁts eligible sick annual leave federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care insurance flexible spending accounts fsafeds dental vision insurance program fedvip student loan repayment program information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age transportation related travel expenses associated interview hiring process must paid applicant apply qualiﬁed candidates send resume varresumesmailhousegov health psm subject line please include short description interested position body email writing editing tests references may requested calls walkins please expect next resume reviewed determine among top candidates one top candidates contacted interview,2023
MEM-028-25,House Democratic Policy and Communications Committee,118,ST-00,,0.0,1,,,Legislative,Content Partnership Manager,Personal,Democratic Policy and Communications Committee,0,,,3,mem02825 content partnership manager house democratic policy communications committee seeks content partnership manager role intersection digital media political communications focus supporting democratic members congress amplifying voices building managing relationships digital creators streamers podcasters ensuring eective engagement national local audiences across various platforms key responsibilities identify cultivate manage relationships creators streamers podcasters use relationships act liaison content creators members congress facilitate meaningful interactions political nonpolitical topics secure opportunities members congress appear local national digital platforms ensure eective messaging maximum audience engagement include coordinating logistics creatordriven content events around key legislative proceedings moments joint congressional addresses support members sta best practices engaging digital media particular focus strategies connect members congress local regional creators streamers podcasters amplify legislative priorities personal stories develop manage robust data analytics program track members congress engagement digital creators streamers podcasters use ﬁndings direct work bolster caucuswide digital partnerships preferred qualiﬁcations skills minimum 35 years experience digital communications political communications public relations related ﬁeld proven track record managing partnerships relationships digital creators inﬂuencers strong understanding social media platforms trends digital audience engagement excellent written verbal communication skills ability manage multiple projects fastpaced environment meet tight deadlines salary commensurate experience oice equal opportunity employer committed diverse inclusive workforce discriminate basis race sex color age religion national origin sexual orientation gender identity disability women minority applicants encouraged apply apply please send pdfs resume cover letter three professional references resumesjeriesmailhousegov name content partnership manager subject line absolutely phone calls dropins,2023
MEM-034-25,House Committee on Veterans’ A)airs,118,WA-00,WA,0.0,0,,,Legislative,Contracts Investigator,Personal,House Committee on Veterans’ A)airs (Majority),0,,,,mem03425 house committee veterans aairs majority contracts investigator house committee veterans aairs majority sta seeks subject matter expert government procurement contracting acquisition core responsibilities supervision general counsel committee individual conduct oversight develop policies relating department veterans aairs va procurement contracting acquisition responsibilities encompass entire va includes veterans beneﬁts administration veterans health administration national cemetery administration va central oice organizations also covers wide range activities smalldollar procurement contracting negotiation major acquisition federal supply schedules category management construction leasing information technology health care research development small business collect technical information translate brieﬁngs memoranda hearing materials policy recommendations general audience meet congressional sta veteran service organizations industry organizations internal external stakeholders perform duties assigned general counsel committee deputy sta director committee sta director qualiﬁcations undergraduate degree work experience procurement operations preferably contract specialist contracting oicer federal agency command federal acquisition regulation familiarity major procurement laws excellent writing editing proofreading skills excellent oral communication skills thoroughness attention detail discretion sound judgment formulating recommending policy positions ability work long hours pressure remaining cooperative courteous work independently well teams fulltime onsite position washington dc domestic travel required beneﬁts sick annual leave federal employees health beneﬁts program thrift savings plan federal employees group life insurance program federal longterm care insurance flexible spending accounts fsafeds dental vision insurance program fedvip federal transit beneﬁt parking student loan repayment program information employment us house representatives atwill us house representatives equal opportunity employer applicants considered without regard race color national origin religion sex including marital parental status disability age veterans strongly encouraged apply transportation related travel expenses associated interview hiring process must paid applicant apply interested candidates send cover letter resume varresumesmailhousegov contracts investigator subject line writing samples references may requested calls walkins please,2024
MEM-021-25,House Committee on Veterans’ Affairs,118,ST-00,,0.0,1,,,Communications,Communications Director,Committee,House Committee on Veterans’ Affairs,0,,100000.0,3,mem02125 house committee veterans affairs title communications director house committee veterans aairs democratic sta summary democratic sta house committee veterans aairs seeks communications director implement ranking members committee communications strategy core responsibilities communications director role serve primary communications advisor ranking member democratic committee sta manage execution communications strategy oversee daytoday press activities including responding media inquiries booking interviews pitching news stories media outlets work policy leads develop core messaging talking points produce press releases speeches opeds materials near ﬁnished product supervise press sta assist development talking points remarks statements press releases advisories caucus messaging guides assist coordination preparation execution media interviews speaking engagements press conferences monitor track media appearances manage media relationships work policy subject matter experts identify opportunities media engagement assist rapid response eorts coordinate committee member oices press related needs sta ranking member press events minimum qualifications superior writing editing oral communications skills creative thinker innovative approaches understanding digital media ability work cooperatively courteously others ability work fastpaced environment prioritize tasks adapt quickly easily rapid response thoroughness careful attention detail availability work nontraditional hours exceptional qualifications capitol hill political experience demonstrated knowledge congress legislative process 34 years experience record experience press secretary communications role experience working stakeholders messaging opportunities priorities demonstrated understanding experience veterans issues candidates evaluated experience skills character ﬁtness well meet qualiﬁcations requirements build diverse inclusive work environment veterans minorities women people disabilities lgbtq candidates encouraged apply salary range 90k110k commensurate experience candidates required complete online application httpsdemocratsveteranshousegovopportunities considered position upload resume cover letter two professional writing samples,2024
MEM-019-25,Energy and Commerce Committee Democratic Sta.,118,ST-00,,0.0,1,,,Communications,Press Assistant,Personal,Energy and Commerce Committee,1,65000.0,,,mem01925 press assistant energy commerce committee democratic sta seeks motivated hardworking communications professional join fastpaced communications team press assistant responsibilities include drafting press releases social media posts talking points committee newsletter designing graphics social media web content producing editing videos photos monitoring social media maintaining updating press lists compiling daily press clips qualiﬁed candidates must excellent written oral communication skills proven ability perform pressure juggling multiple tasks sound political judgment prior hill campaign communications experience well professional social media digital experience including graphic design photo video editing preferred oice deeply values diversity employees encourages candidates diverse backgrounds apply salary 65000 qualiﬁed candidates submit cover letter resume one writing sample two digital samples ecdjobsmailhousegov please walk ins phone calls,2023
